Sampling Year,Management Area(s),ADFG Species Code,Common Name," Genus, species", Specimen Count,Age Bin
2011,PW,710,sablefish,Anoplopoma fimbria,585,0-10
2011,PW,710,sablefish,Anoplopoma fimbria,54,20-Nov
2011,PW,710,sablefish,Anoplopoma fimbria,6,21-30
2011,PW,710,sablefish,Anoplopoma fimbria,1,31-40
2011,PW,710,sablefish,Anoplopoma fimbria,3,No Age
2011,SSEI,710,sablefish,Anoplopoma fimbria,848,0-10
2011,SSEI,710,sablefish,Anoplopoma fimbria,324,20-Nov
2011,SSEI,710,sablefish,Anoplopoma fimbria,48,21-30
2011,SSEI,710,sablefish,Anoplopoma fimbria,9,31-40
2011,SSEI,710,sablefish,Anoplopoma fimbria,2,41-50
2011,SSEI,710,sablefish,Anoplopoma fimbria,1,91-100
2011,SSEI,710,sablefish,Anoplopoma fimbria,9,No Age
2011,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,17,20-Nov
2011,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,69,21-30
2011,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,56,31-40
2011,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,31,41-50
2011,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,44,51-60
2011,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,13,61-70
2011,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,71-80
2011,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,8,81-90
2011,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,2,91-100
2011,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,>100
2011,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,2,No Age
2011,,710,sablefish,Anoplopoma fimbria,2,No Age
2012,BSAI,710,sablefish,Anoplopoma fimbria,2,No Age
2012,CANADA,710,sablefish,Anoplopoma fimbria,109,0-10
2012,CANADA,710,sablefish,Anoplopoma fimbria,38,20-Nov
2012,CANADA,710,sablefish,Anoplopoma fimbria,1,21-30
2012,CANADA,710,sablefish,Anoplopoma fimbria,1,31-40
2012,CANADA,710,sablefish,Anoplopoma fimbria,4,No Age
2012,CI,130,lingcod,Ophiodon elongatus,8,0-10
2012,CI,130,lingcod,Ophiodon elongatus,58,20-Nov
2012,CI,130,lingcod,Ophiodon elongatus,21,21-30
2012,CI,141,"perch, Pacific ocean",Sebastes alutus,51,No Age
2012,CI,143,"rockfish, thornyhead",Sebastolobus,10,20-Nov
2012,CI,143,"rockfish, thornyhead",Sebastolobus,3,21-30
2012,CI,145,"rockfish, yelloweye",Sebastes ruberrimus,8,0-10
2012,CI,147,"rockfish, quillback",Sebastes maliger,5,No Age
2012,CI,151,"rockfish, rougheye",Sebastes aleutianus,88,0-10
2012,CI,151,"rockfish, rougheye",Sebastes aleutianus,61,20-Nov
2012,CI,151,"rockfish, rougheye",Sebastes aleutianus,13,21-30
2012,CI,151,"rockfish, rougheye",Sebastes aleutianus,11,31-40
2012,CI,151,"rockfish, rougheye",Sebastes aleutianus,6,41-50
2012,CI,151,"rockfish, rougheye",Sebastes aleutianus,5,51-60
2012,CI,151,"rockfish, rougheye",Sebastes aleutianus,10,No Age
2012,CI,152,"rockfish, shortraker",Sebastes borealis,1,20-Nov
2012,CI,152,"rockfish, shortraker",Sebastes borealis,2,21-30
2012,CI,152,"rockfish, shortraker",Sebastes borealis,2,41-50
2012,CI,153,"rockfish, redbanded",Sebastes babcocki,6,No Age
2012,CI,157,"rockfish, silvergray",Sebastes brevispinis,3,No Age
2012,CI,172,"rockfish, dusky",Sebastes variabilis,83,No Age
2012,CI,173,"rockfish, dark",Sebastes ciliatus,1,No Age
2012,CI,710,sablefish,Anoplopoma fimbria,535,0-10
2012,CI,710,sablefish,Anoplopoma fimbria,23,20-Nov
2012,CI,710,sablefish,Anoplopoma fimbria,2,21-30
2012,CI,710,sablefish,Anoplopoma fimbria,1,31-40
2012,CSEO,130,lingcod,Ophiodon elongatus,362,0-10
2012,CSEO,130,lingcod,Ophiodon elongatus,199,20-Nov
2012,CSEO,130,lingcod,Ophiodon elongatus,1,21-30
2012,CSEO,130,lingcod,Ophiodon elongatus,3,No Age
2012,CSEO,137,"rockfish, bocaccio",Sebastes paucispinis,1,21-30
2012,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,36,20-Nov
2012,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,202,21-30
2012,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,187,31-40
2012,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,92,41-50
2012,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,40,51-60
2012,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,12,61-70
2012,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,2,71-80
2012,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,81-90
2012,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,91-100
2012,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,>100
2012,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,No Age
2012,CSEO,710,sablefish,Anoplopoma fimbria,3,0-10
2012,CSEO,710,sablefish,Anoplopoma fimbria,1,20-Nov
2012,EYKT,130,lingcod,Ophiodon elongatus,143,0-10
2012,EYKT,130,lingcod,Ophiodon elongatus,318,20-Nov
2012,EYKT,130,lingcod,Ophiodon elongatus,11,21-30
2012,EYKT,130,lingcod,Ophiodon elongatus,6,No Age
2012,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,1,0-10
2012,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,15,20-Nov
2012,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,302,21-30
2012,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,72,31-40
2012,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,90,41-50
2012,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,53,51-60
2012,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,14,61-70
2012,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,8,71-80
2012,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,10,81-90
2012,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,1,91-100
2012,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,5,>100
2012,IBS,130,lingcod,Ophiodon elongatus,315,0-10
2012,IBS,130,lingcod,Ophiodon elongatus,239,20-Nov
2012,IBS,130,lingcod,Ophiodon elongatus,5,21-30
2012,IBS,130,lingcod,Ophiodon elongatus,11,No Age
2012,IBS,710,sablefish,Anoplopoma fimbria,1,0-10
2012,KOD,710,sablefish,Anoplopoma fimbria,1,0-10
2012,NSEI,110,"cod, Pacific",Gadus macrocephalus,517,No Age
2012,NSEI,152,"rockfish, shortraker",Sebastes borealis,1,>100
2012,NSEI,206,Pacific sand fish,familyTrichodontidae,2,No Age
2012,NSEI,270,walleye pollock,Gadus chalcogrammus,13,0-10
2012,NSEI,710,sablefish,Anoplopoma fimbria,849,0-10
2012,NSEI,710,sablefish,Anoplopoma fimbria,967,20-Nov
2012,NSEI,710,sablefish,Anoplopoma fimbria,232,21-30
2012,NSEI,710,sablefish,Anoplopoma fimbria,204,31-40
2012,NSEI,710,sablefish,Anoplopoma fimbria,21,41-50
2012,NSEI,710,sablefish,Anoplopoma fimbria,9,51-60
2012,NSEI,710,sablefish,Anoplopoma fimbria,27,No Age
2012,NSEO,130,lingcod,Ophiodon elongatus,18,0-10
2012,NSEO,130,lingcod,Ophiodon elongatus,32,20-Nov
2012,NSEO,130,lingcod,Ophiodon elongatus,1,21-30
2012,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,19,20-Nov
2012,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,43,21-30
2012,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,15,31-40
2012,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,9,41-50
2012,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,51-60
2012,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,61-70
2012,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,2,81-90
2012,NSEO,710,sablefish,Anoplopoma fimbria,1,20-Nov
2012,PW,130,lingcod,Ophiodon elongatus,5,0-10
2012,PW,130,lingcod,Ophiodon elongatus,262,20-Nov
2012,PW,130,lingcod,Ophiodon elongatus,47,21-30
2012,PW,143,"rockfish, thornyhead",Sebastolobus,6,20-Nov
2012,PW,143,"rockfish, thornyhead",Sebastolobus,20,21-30
2012,PW,143,"rockfish, thornyhead",Sebastolobus,5,31-40
2012,PW,143,"rockfish, thornyhead",Sebastolobus,6,41-50
2012,PW,143,"rockfish, thornyhead",Sebastolobus,3,51-60
2012,PW,143,"rockfish, thornyhead",Sebastolobus,1,61-70
2012,PW,143,"rockfish, thornyhead",Sebastolobus,1,71-80
2012,PW,143,"rockfish, thornyhead",Sebastolobus,1,81-90
2012,PW,151,"rockfish, rougheye",Sebastes aleutianus,6,0-10
2012,PW,151,"rockfish, rougheye",Sebastes aleutianus,43,20-Nov
2012,PW,151,"rockfish, rougheye",Sebastes aleutianus,21,21-30
2012,PW,151,"rockfish, rougheye",Sebastes aleutianus,31,31-40
2012,PW,151,"rockfish, rougheye",Sebastes aleutianus,32,41-50
2012,PW,151,"rockfish, rougheye",Sebastes aleutianus,38,51-60
2012,PW,151,"rockfish, rougheye",Sebastes aleutianus,9,61-70
2012,PW,151,"rockfish, rougheye",Sebastes aleutianus,2,71-80
2012,PW,151,"rockfish, rougheye",Sebastes aleutianus,3,81-90
2012,PW,151,"rockfish, rougheye",Sebastes aleutianus,3,91-100
2012,PW,151,"rockfish, rougheye",Sebastes aleutianus,4,>100
2012,PW,151,"rockfish, rougheye",Sebastes aleutianus,9,No Age
2012,PW,152,"rockfish, shortraker",Sebastes borealis,1,0-10
2012,PW,152,"rockfish, shortraker",Sebastes borealis,21,20-Nov
2012,PW,152,"rockfish, shortraker",Sebastes borealis,44,21-30
2012,PW,152,"rockfish, shortraker",Sebastes borealis,34,31-40
2012,PW,152,"rockfish, shortraker",Sebastes borealis,18,41-50
2012,PW,152,"rockfish, shortraker",Sebastes borealis,19,51-60
2012,PW,152,"rockfish, shortraker",Sebastes borealis,22,61-70
2012,PW,152,"rockfish, shortraker",Sebastes borealis,22,71-80
2012,PW,152,"rockfish, shortraker",Sebastes borealis,12,81-90
2012,PW,152,"rockfish, shortraker",Sebastes borealis,14,91-100
2012,PW,152,"rockfish, shortraker",Sebastes borealis,12,>100
2012,PW,152,"rockfish, shortraker",Sebastes borealis,15,No Age
2012,PW,153,"rockfish, redbanded",Sebastes babcocki,8,No Age
2012,PW,710,sablefish,Anoplopoma fimbria,599,0-10
2012,PW,710,sablefish,Anoplopoma fimbria,76,20-Nov
2012,PW,710,sablefish,Anoplopoma fimbria,9,21-30
2012,PW,710,sablefish,Anoplopoma fimbria,1,31-40
2012,PW,710,sablefish,Anoplopoma fimbria,1,51-60
2012,PW,710,sablefish,Anoplopoma fimbria,2,No Age
2012,SSEI,710,sablefish,Anoplopoma fimbria,1009,0-10
2012,SSEI,710,sablefish,Anoplopoma fimbria,196,20-Nov
2012,SSEI,710,sablefish,Anoplopoma fimbria,20,21-30
2012,SSEI,710,sablefish,Anoplopoma fimbria,14,31-40
2012,SSEI,710,sablefish,Anoplopoma fimbria,1,51-60
2012,SSEI,710,sablefish,Anoplopoma fimbria,11,No Age
2012,SSEO,130,lingcod,Ophiodon elongatus,22,0-10
2012,SSEO,130,lingcod,Ophiodon elongatus,12,20-Nov
2012,SSEO,130,lingcod,Ophiodon elongatus,1,21-30
2012,SSEO,130,lingcod,Ophiodon elongatus,1,31-40
2012,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,16,20-Nov
2012,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,102,21-30
2012,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,65,31-40
2012,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,28,41-50
2012,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,42,51-60
2012,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,16,61-70
2012,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,71-80
2012,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,81-90
2012,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,91-100
2012,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,No Age
2012,SSEO,710,sablefish,Anoplopoma fimbria,1,20-Nov
2012,,710,sablefish,Anoplopoma fimbria,2,0-10
2012,,710,sablefish,Anoplopoma fimbria,1,20-Nov
2013,BSAI,710,sablefish,Anoplopoma fimbria,1,0-10
2013,CANADA,710,sablefish,Anoplopoma fimbria,147,0-10
2013,CANADA,710,sablefish,Anoplopoma fimbria,55,20-Nov
2013,CANADA,710,sablefish,Anoplopoma fimbria,4,21-30
2013,CANADA,710,sablefish,Anoplopoma fimbria,5,No Age
2013,CI,130,lingcod,Ophiodon elongatus,5,0-10
2013,CI,130,lingcod,Ophiodon elongatus,69,20-Nov
2013,CI,130,lingcod,Ophiodon elongatus,10,21-30
2013,CI,141,"perch, Pacific ocean",Sebastes alutus,31,No Age
2013,CI,143,"rockfish, thornyhead",Sebastolobus,1,20-Nov
2013,CI,145,"rockfish, yelloweye",Sebastes ruberrimus,2,0-10
2013,CI,147,"rockfish, quillback",Sebastes maliger,2,No Age
2013,CI,151,"rockfish, rougheye",Sebastes aleutianus,176,No Age
2013,CI,152,"rockfish, shortraker",Sebastes borealis,3,No Age
2013,CI,172,"rockfish, dusky",Sebastes variabilis,14,No Age
2013,CI,710,sablefish,Anoplopoma fimbria,546,0-10
2013,CI,710,sablefish,Anoplopoma fimbria,39,20-Nov
2013,CI,710,sablefish,Anoplopoma fimbria,3,21-30
2013,CI,710,sablefish,Anoplopoma fimbria,2,No Age
2013,CSEO,130,lingcod,Ophiodon elongatus,228,0-10
2013,CSEO,130,lingcod,Ophiodon elongatus,113,20-Nov
2013,CSEO,130,lingcod,Ophiodon elongatus,3,21-30
2013,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,30,20-Nov
2013,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,222,21-30
2013,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,184,31-40
2013,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,109,41-50
2013,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,29,51-60
2013,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,14,61-70
2013,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,71-80
2013,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,81-90
2013,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,2,91-100
2013,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,>100
2013,CSEO,710,sablefish,Anoplopoma fimbria,1,0-10
2013,CSEO,710,sablefish,Anoplopoma fimbria,1,20-Nov
2013,CSEO,710,sablefish,Anoplopoma fimbria,1,21-30
2013,EYKT,130,lingcod,Ophiodon elongatus,295,0-10
2013,EYKT,130,lingcod,Ophiodon elongatus,266,20-Nov
2013,EYKT,130,lingcod,Ophiodon elongatus,1,21-30
2013,EYKT,130,lingcod,Ophiodon elongatus,10,No Age
2013,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,11,20-Nov
2013,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,251,21-30
2013,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,72,31-40
2013,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,79,41-50
2013,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,50,51-60
2013,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,25,61-70
2013,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,8,71-80
2013,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,12,81-90
2013,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,7,91-100
2013,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,1,>100
2013,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,4,No Age
2013,IBS,130,lingcod,Ophiodon elongatus,306,0-10
2013,IBS,130,lingcod,Ophiodon elongatus,224,20-Nov
2013,IBS,130,lingcod,Ophiodon elongatus,20,No Age
2013,IBS,710,sablefish,Anoplopoma fimbria,1,0-10
2013,KOD,710,sablefish,Anoplopoma fimbria,1,No Age
2013,NG,710,sablefish,Anoplopoma fimbria,3,20-Nov
2013,NSEI,110,"cod, Pacific",Gadus macrocephalus,69,0-10
2013,NSEI,110,"cod, Pacific",Gadus macrocephalus,469,No Age
2013,NSEI,152,"rockfish, shortraker",Sebastes borealis,1,No Age
2013,NSEI,710,sablefish,Anoplopoma fimbria,672,0-10
2013,NSEI,710,sablefish,Anoplopoma fimbria,838,20-Nov
2013,NSEI,710,sablefish,Anoplopoma fimbria,244,21-30
2013,NSEI,710,sablefish,Anoplopoma fimbria,163,31-40
2013,NSEI,710,sablefish,Anoplopoma fimbria,25,41-50
2013,NSEI,710,sablefish,Anoplopoma fimbria,3,51-60
2013,NSEI,710,sablefish,Anoplopoma fimbria,1,61-70
2013,NSEI,710,sablefish,Anoplopoma fimbria,21,No Age
2013,NSEI,715,skilfish,Erilepis zonifer,1,No Age
2013,NSEO,130,lingcod,Ophiodon elongatus,62,0-10
2013,NSEO,130,lingcod,Ophiodon elongatus,39,20-Nov
2013,NSEO,130,lingcod,Ophiodon elongatus,4,No Age
2013,PW,130,lingcod,Ophiodon elongatus,8,0-10
2013,PW,130,lingcod,Ophiodon elongatus,243,20-Nov
2013,PW,130,lingcod,Ophiodon elongatus,30,21-30
2013,PW,141,"perch, Pacific ocean",Sebastes alutus,34,No Age
2013,PW,143,"rockfish, thornyhead",Sebastolobus,23,0-10
2013,PW,143,"rockfish, thornyhead",Sebastolobus,49,20-Nov
2013,PW,143,"rockfish, thornyhead",Sebastolobus,45,21-30
2013,PW,143,"rockfish, thornyhead",Sebastolobus,5,31-40
2013,PW,143,"rockfish, thornyhead",Sebastolobus,8,41-50
2013,PW,143,"rockfish, thornyhead",Sebastolobus,3,51-60
2013,PW,143,"rockfish, thornyhead",Sebastolobus,2,61-70
2013,PW,143,"rockfish, thornyhead",Sebastolobus,1,81-90
2013,PW,143,"rockfish, thornyhead",Sebastolobus,1,91-100
2013,PW,145,"rockfish, yelloweye",Sebastes ruberrimus,1,51-60
2013,PW,151,"rockfish, rougheye",Sebastes aleutianus,3,0-10
2013,PW,151,"rockfish, rougheye",Sebastes aleutianus,57,20-Nov
2013,PW,151,"rockfish, rougheye",Sebastes aleutianus,22,21-30
2013,PW,151,"rockfish, rougheye",Sebastes aleutianus,30,31-40
2013,PW,151,"rockfish, rougheye",Sebastes aleutianus,13,41-50
2013,PW,151,"rockfish, rougheye",Sebastes aleutianus,20,51-60
2013,PW,151,"rockfish, rougheye",Sebastes aleutianus,2,61-70
2013,PW,151,"rockfish, rougheye",Sebastes aleutianus,2,71-80
2013,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,81-90
2013,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,>100
2013,PW,151,"rockfish, rougheye",Sebastes aleutianus,347,No Age
2013,PW,152,"rockfish, shortraker",Sebastes borealis,3,20-Nov
2013,PW,152,"rockfish, shortraker",Sebastes borealis,2,21-30
2013,PW,152,"rockfish, shortraker",Sebastes borealis,9,31-40
2013,PW,152,"rockfish, shortraker",Sebastes borealis,4,41-50
2013,PW,152,"rockfish, shortraker",Sebastes borealis,3,51-60
2013,PW,152,"rockfish, shortraker",Sebastes borealis,2,61-70
2013,PW,152,"rockfish, shortraker",Sebastes borealis,5,71-80
2013,PW,152,"rockfish, shortraker",Sebastes borealis,3,81-90
2013,PW,152,"rockfish, shortraker",Sebastes borealis,1,91-100
2013,PW,152,"rockfish, shortraker",Sebastes borealis,1,>100
2013,PW,152,"rockfish, shortraker",Sebastes borealis,303,No Age
2013,PW,153,"rockfish, redbanded",Sebastes babcocki,6,No Age
2013,PW,158,"rockfish, redstripe",Sebastes proriger,1,No Age
2013,PW,166,"rockfish, sharpchin",Sebastes zacentrus,11,No Age
2013,PW,710,sablefish,Anoplopoma fimbria,622,0-10
2013,PW,710,sablefish,Anoplopoma fimbria,40,20-Nov
2013,PW,710,sablefish,Anoplopoma fimbria,4,21-30
2013,PW,710,sablefish,Anoplopoma fimbria,7,No Age
2013,SSEI,710,sablefish,Anoplopoma fimbria,717,0-10
2013,SSEI,710,sablefish,Anoplopoma fimbria,146,20-Nov
2013,SSEI,710,sablefish,Anoplopoma fimbria,23,21-30
2013,SSEI,710,sablefish,Anoplopoma fimbria,6,31-40
2013,SSEI,710,sablefish,Anoplopoma fimbria,2,41-50
2013,SSEI,710,sablefish,Anoplopoma fimbria,4,No Age
2013,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,42,20-Nov
2013,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,125,21-30
2013,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,175,31-40
2013,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,81,41-50
2013,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,58,51-60
2013,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,51,61-70
2013,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,12,71-80
2013,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,10,81-90
2013,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,2,91-100
2013,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,>100
2013,SSEO,710,sablefish,Anoplopoma fimbria,3,0-10
2014,AIR,710,sablefish,Anoplopoma fimbria,1,0-10
2014,CANADA,710,sablefish,Anoplopoma fimbria,74,0-10
2014,CANADA,710,sablefish,Anoplopoma fimbria,12,20-Nov
2014,CANADA,710,sablefish,Anoplopoma fimbria,60,No Age
2014,CI,151,"rockfish, rougheye",Sebastes aleutianus,6,No Age
2014,CSEO,130,lingcod,Ophiodon elongatus,109,0-10
2014,CSEO,130,lingcod,Ophiodon elongatus,37,20-Nov
2014,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,68,20-Nov
2014,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,185,21-30
2014,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,139,31-40
2014,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,102,41-50
2014,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,35,51-60
2014,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,14,61-70
2014,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,71-80
2014,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,5,81-90
2014,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,91-100
2014,CSEO,710,sablefish,Anoplopoma fimbria,4,0-10
2014,CSEO,710,sablefish,Anoplopoma fimbria,2,20-Nov
2014,CSEO,710,sablefish,Anoplopoma fimbria,1,21-30
2014,EYKT,130,lingcod,Ophiodon elongatus,295,0-10
2014,EYKT,130,lingcod,Ophiodon elongatus,290,20-Nov
2014,EYKT,130,lingcod,Ophiodon elongatus,21,No Age
2014,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,24,20-Nov
2014,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,315,21-30
2014,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,61,31-40
2014,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,84,41-50
2014,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,51,51-60
2014,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,16,61-70
2014,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,4,71-80
2014,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,4,81-90
2014,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,1,91-100
2014,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,1,>100
2014,IBS,130,lingcod,Ophiodon elongatus,115,0-10
2014,IBS,130,lingcod,Ophiodon elongatus,41,20-Nov
2014,IBS,130,lingcod,Ophiodon elongatus,3,No Age
2014,IBS,710,sablefish,Anoplopoma fimbria,1,0-10
2014,KOD,710,sablefish,Anoplopoma fimbria,4,0-10
2014,NG,130,lingcod,Ophiodon elongatus,1,0-10
2014,NG,130,lingcod,Ophiodon elongatus,72,20-Nov
2014,NG,130,lingcod,Ophiodon elongatus,20,21-30
2014,NG,130,lingcod,Ophiodon elongatus,4,No Age
2014,NG,143,"rockfish, thornyhead",Sebastolobus,1,31-40
2014,NG,151,"rockfish, rougheye",Sebastes aleutianus,76,No Age
2014,NG,152,"rockfish, shortraker",Sebastes borealis,2,No Age
2014,NG,153,"rockfish, redbanded",Sebastes babcocki,1,No Age
2014,NG,710,sablefish,Anoplopoma fimbria,509,0-10
2014,NG,710,sablefish,Anoplopoma fimbria,19,20-Nov
2014,NG,710,sablefish,Anoplopoma fimbria,4,21-30
2014,NG,710,sablefish,Anoplopoma fimbria,2,No Age
2014,NSEI,110,"cod, Pacific",Gadus macrocephalus,219,0-10
2014,NSEI,110,"cod, Pacific",Gadus macrocephalus,328,No Age
2014,NSEI,710,sablefish,Anoplopoma fimbria,612,0-10
2014,NSEI,710,sablefish,Anoplopoma fimbria,819,20-Nov
2014,NSEI,710,sablefish,Anoplopoma fimbria,292,21-30
2014,NSEI,710,sablefish,Anoplopoma fimbria,164,31-40
2014,NSEI,710,sablefish,Anoplopoma fimbria,22,41-50
2014,NSEI,710,sablefish,Anoplopoma fimbria,26,No Age
2014,NSEO,130,lingcod,Ophiodon elongatus,3,0-10
2014,NSEO,130,lingcod,Ophiodon elongatus,2,20-Nov
2014,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,12,20-Nov
2014,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,36,21-30
2014,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,33,31-40
2014,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,35,41-50
2014,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,51-60
2014,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,2,61-70
2014,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,71-80
2014,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,81-90
2014,PW,130,lingcod,Ophiodon elongatus,5,0-10
2014,PW,130,lingcod,Ophiodon elongatus,87,20-Nov
2014,PW,130,lingcod,Ophiodon elongatus,4,21-30
2014,PW,141,"perch, Pacific ocean",Sebastes alutus,10,No Age
2014,PW,143,"rockfish, thornyhead",Sebastolobus,1,0-10
2014,PW,143,"rockfish, thornyhead",Sebastolobus,51,20-Nov
2014,PW,143,"rockfish, thornyhead",Sebastolobus,38,21-30
2014,PW,143,"rockfish, thornyhead",Sebastolobus,10,31-40
2014,PW,143,"rockfish, thornyhead",Sebastolobus,5,41-50
2014,PW,143,"rockfish, thornyhead",Sebastolobus,5,51-60
2014,PW,143,"rockfish, thornyhead",Sebastolobus,4,61-70
2014,PW,143,"rockfish, thornyhead",Sebastolobus,1,71-80
2014,PW,143,"rockfish, thornyhead",Sebastolobus,1,91-100
2014,PW,143,"rockfish, thornyhead",Sebastolobus,5,No Age
